institute,country,us_state,type
"Institute of Journalism and Communication, Sichuan Academy of Social Sciences",China,NA,NA
"Antimicrobial Pharmacodynamics and Therapeutics, Institute of Systems, Molecular and Integrative Biology, University of Liverpool, Liverpool L7 8TX, UK. Electronic address: alexander.howard@liverpool.ac.uk.",United Kingdom,NA,University
"Antimicrobial Pharmacodynamics and Therapeutics, Institute of Systems, Molecular and Integrative Biology, University of Liverpool, Liverpool L7 8TX, UK",United Kingdom,NA,University
"Department of Infection and Immunity, Liverpool Clinical Laboratories, Liverpool University Hospitals NHS Foundation Trust, Liverpool, UK.",United Kingdom,NA,Medical Center
Lehigh University,United States,Pennsylvania,University
Beihang University,China,NA,University
Nanyang Technological University,China,NA,University
University of California San Diego,United States,California,University
Salesforce AI Research,United States,California,Industry
University of Illinois at Chicago,United States,Illinois,University
"Penn State Altoona, Altoona, Pennsylvania, USA",United States,Pennsylvania,University
"Pediatric Intensive Care Unit, Pediatric Department, College of Medicine, King Saud University, Riyadh, 11362, Saudi Arabia.",Saudi Arabia,NA,Medical Center
"Diabetes Research Institute, Mills-Peninsula Medical Center, San Mateo, CA, USA",United States,California,Medical Center
Hospital ClÃ­nico Universitario Virgen de la Arrixaca. IMIB. Murcia. Consejo General de Colegios Oficiales de MÃ©dicos de EspaÃ±a. Madrid,Spain,Michigan,Medical Center
Hospital Universitario y PolitÃ©cnico La Fe,Spain,NA,Medical Center
"Tuggeranong Chiropractic Centre, Canberra, Australian Capital Territory, Australia",Australia,NA,NA
"Department of Applied Health Sciences, Hochschule fÃ¼r Gesundheit, Bochum, Gesundheitscampus 6-8, Germany",Germany,NA,Medical Center
"College of Science, Health, Engineering and Education, Discipline of Psychology, Exercise Science, Chiropractic and Counselling, Murdoch University, Murdoch, Western Australia, Australia",Australia,NA,University
"Division of Physiological Sciences and Health through Physical Activity, Lifestyle and Sport (HPALS) Research Centre, Department of Human Biology, Faculty of Health Sciences, University of Cape Town, Rondebosch, South Africa",South Africa,NA,Medical Center
"Amsterdam Collaboration on Health and Safety in Sports, Department of Public and Occupational Health, Amsterdam Movement Sciences, Amsterdam UMC, University Medical Centres - Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Netherlands,NA,Medical Center
"Department of Diagnostic and Generalist Medicine, Dokkyo Medical University, Tochigi 321-0293, Japan.",Japan,NA,Medical Center
"Steno Diabetes Center Aarhus, Aarhus University Hospital, Denmark",Denmark,NA,Medical Center
"Department of Public Health, University of Southern Denmark, Odense, Denmark",Denmark,NA,University
"Department of Family Medicine, Taipei Veterans General Hospital Hsinchu Branch, Hsinchu County, Taiwan, ROC",Taiwan,NA,Medical Center
"Department of Systems Biology, Centro Nacional de BiotecnologÃ­a (CSIC), Madrid, Spain",Spain,NA,NA
"Escuela de Ciencias del Mar, Pontificia Universidad CatÃ³lica de ValparaÃ­so, ValparaÃ­so, Chile",Chile,NA,University
"Department of Geology and Geography, West Virginia University, Morgantown, West Virginia, USA",United States,West Virginia,University
"Microbiology Department, University of Tennessee, Knoxville, Tennessee, USA",United States,Tennessee,University
"Department of Molecular Microbiology and Immunology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA",United States,Maryland,University
"Institute of Science and Technology, Universidade Federal de Sao Paulo (UNIFESP), SÃ£o JosÃ© dos Campos, SP, Brazil",Brazil,NA,University
"Institute of Polar Sciences, ISPâ€CNR, Messina, Italy",Italy,NA,NA
"Department of Molecular Biology, Centro de BiologÃ­a Molecular Severo Ochoa (CSICâ€UAM), NicolÃ¡s Cabrera nÂ° 1, Universidad AutÃ³noma de Madrid, Madrid, Spain",Spain,NA,University
"Department of Planetology and Habitability, Centro de AstrobiologÃ­a (INTAâ€CSIC), TorrejÃ³n de Ardoz, Spain",Spain,NA,NA
"Brady D. Lund (, Brady.Lund@unt.edu, ) is based at the Department of Information Science, University of North Texas, Denton, Texas, USA",United States,Texas,University
"Division of Cardiovascular Medicine, Nouvel HÃ´pital Civil, Strasbourg University Hospital, 1 place de lâ€™HÃ´pital, 67000 Strasbourg, France",France,NA,Medical Center
"UMR 1260, INSERM (French National Institute of Health and Medical Research), Regenerative Nanomedicine, FMTS, 1 rue Eugene Boeckel, Strasbourg 67000, France",France,NA,Medical Center
"Department of Biochemistry, Yong Loo Lin School of Medicine, National University Health System, Singapore, Singapore",Singapore,NA,Medical Center
"Virtusa Consulting Pvt. Ltd., India",India,NA,NA
"University of South Australia - Mawson Lakes Campus, Australia",Australia,NA,University
"University of Alberta, Department of Critical Care, Faculty of Medicine and Dentistry, Alberta, Canada.",Canada,NA,Medical Center
"Institute for Medical Engineering and Science, Massachusetts Institute of Technology, Cambridge, Massachusetts, United States of America",United States,Massachusetts,University
"Department of Medicine, Beth Israel Deaconess Medical Center, Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States of America",United States,Massachusetts,Medical Center
"Med Digital Healthcare, Miami, Florida, United States of America",United States,Florida,Industry
"Department of Emergency Medicine, Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States of America",United States,Massachusetts,Medical Center
Warren Alpert Medical School,???,NA,Medical Center
"Brown University Providence, Rhode Island, United States of America",United States,Rhode Island,University
"AnsibleHealth, Inc Mountain View, California, United States of America",United States,California,Industry
"Department of Medical Education, UWorld, LLC Dallas, Texas, United States of America",United States,Texas,Industry
"Department of Neurological Surgery, Lenox Hill Hospital/Donald and Barbara Zucker School of Medicine at Hofstra/Northwell, New York, New York, USA",United States,New York,Medical Center
Acta MÃ©dica Portuguesa. Ordem dos MÃ©dicos. Lisboa,Portugal,NA,University
NOVA Medical School. Universidade NOVA de Lisboa. Lisboa. Portugal.,Portugal,NA,Medical Center
Unidade de SaÃºde Familiar Reynaldo dos Santos. PÃ³voa de Santa Iria. Portugal.,Portugal,NA,NA
"University of Macerata, Macerata, Italy",Italy,NA,University
"Department of Biomedical and Neuromotor Sciences, Alma Mater Studiorum â€“ University of Bologna, Bologna, Italy",Italy,NA,University
"Samuel Oschin Comprehensive Cancer Institute, Cedars-Sinai Medical Center, Los Angeles, California, USA",United States,California,Medical Center
"Department of Pediatrics, University of Alberta, Edmonton Clinic Health Academy, 11405-87 Avenue, University of Alberta, Edmonton, Alberta, Canada, T6G 1C9",Canada,NA,Medical Center
"KU Leuven Department of Public Health and Primary Care, KU Leuven - University of Leuven, Leuven, Belgium.",Belgium,NA,Medical Center
"Institute of Health and Care Sciences, University of Gothenburg, Gothenburg, Sweden.",Sweden,NA,University
"Department of Paediatrics and Child Health, University of Cape Town, Cape Town, South Africa.",South Africa,NA,Medical Center
"Research Foundation Flanders (FWO), Brussels, Belgium.",Belgium,NA,NA
"Section for Biomedical Informatics and Data Science, Yale University School of Medicine, New Haven, CT, United States",United States,Connecticut,Medical Center
"Department of Emergency Medicine, Yale University School of Medicine, New Haven, CT, United States",United States,Connecticut,Medical Center
"Computer Science Department, Faculty of science and information technology, International University, Phnom Penh, Cambodia.",Cambodia,NA,University
"Department of Surgery and Cancer, St Mary's Hospital, London W2 1NY, UK.",United States,New York,Medical Center
"Department of Forensic Psychiatry, University of Bern, 3012 Bern, Switzerland.",Switzerland,NA,Medical Center
"Department of Psychiatry, Psychotherapy and Psychosomatics, Psychiatric Hospital, Specialized Outpatient Clinic for ADHD, University of Zurich, Zurich, Switzerland.",Switzerland,NA,Medical Center
"Dinesh Bhugra, Kings College London, London, UK.",United Kingdom,NA,University
"University of Natural Resources and Life Sciences Vienna, Austria",Austria,NA,University
"Medical University Graz, Austria",Austria,NA,Medical Center
"Alberta Machine Intelligence Institute Edmonton, Canada. Electronic address: andreas.holzinger@boku.ac.at.",Canada,NA,NA
"Masaryk University Brno, Czech Republic.",China,NA,University
"Medical University Graz, Austria.",Austria,NA,Medical Center
"Dermatology, Belagavi Institute of Medical Sciences, Belagavi, IND",India,NA,Medical Center
"Dermatology, St. John's Medical College, Bangalore, IND",India,NA,Medical Center
"From the Department of Applied Innovation and AI, DiagnÃ³sticos da AmÃ©rica SA (Dasa), Av Das NaÃ§Ãµes Unidas, 7815 Pinheiros, SÃ£o Paulo, SP, Brazil 05425-070",Brazil,NA,NA
"and Department of Neuroradiology, Universidade Federal de SÃ£o Paulo, SÃ£o Paulo, Brazil.",Brazil,NA,Medical Center
"From the Department of Radiology, Le Bonheur Children's Hospital, University of Tennessee Health Science Center College of Medicine, Memphis, TN 38103.",United States,Tennessee,Medical Center
Editor-in-Chief,???,NA,NA
"Department of Mechanical Engineering, National Institute of Technology, Kurukshetra, Haryana, India",India,NA,University
"Jan Homolak, Department of Pharmacology, University of Zagreb School of Medicine, Zagreb, Croatia, Jan.homolak@mef.hr.",Croatia,NA,Medical Center
åå¤å±‹å·¥æ¥­å¤§å­¦,Japan,NA,University
äº¬éƒ½å¤§å­¦,Japan,NA,University
"Open AI L.L.C., 3180 18th Street, San Francisco, CA 94110, USA",United States,California,Industry
"Department of Orthodontics, Regenerative and Forensic Dentistry, Faculty of Medicine, Comenius University in Bratislava, 81250 Bratislava, Slovakia",Slovakia,NA,Medical Center
"Evidence-Based Practice Unit, Clinical Sciences Department, College of Dentistry, Ajman University, Ajman City P.O. Box 346, United Arab Emirates",United Arab Emirates,NA,Medical Center
Universidade Federal de Pernambuco (UFPE),China,NA,University
"Vice President, WAME",United States,Washington,Industry
"Centre for Global Health, University of Winchester, UK",United Kingdom,NA,University
"President, WAME, Associate Editor, Journal of Gastroenterology and Hepatology",United States,Washington,Industry
"Director, Jawaharlal Institute of Postgraduate Medical Education and Research, Puducherry, India",India,NA,Medical Center
"Director, WAME",United States,Washington,Industry
"Section Editor, Canadian Journal of Ophthalmology",Canada,NA,Medical Center
"Professor, University of Toronto",China,NA,University
"Medical Genomics Unit, Medical Genetics Branch, National Human Genome Research Institute, Bethesda, Maryland, United States of America",United States,Maryland,Government
"From the Center for Data Science, New York University, 60â€‰5th Ave, New York, NY 10011 (Y.S.)",United States,New York,University
"Department of Radiology, New York University School of Medicine, New York, NY (L.H., B.R., L.M.)",United States,New York,Medical Center
"and Departments of Primary Care (J.E.) and Radiology (K.D.H., G.S.), Weill Cornell Medicine, New York, NY.",United States,New York,Medical Center
"Centre Universitaire dâ€™Ophtalmologie (CUO), HÃ´pital Maisonneuve-Rosemont, CIUSSS de lâ€™Est-de-lâ€™ÃŽle-de-MontrÃ©al, Montreal, Quebec, Canada",Canada,NA,Medical Center
"Department of Ophthalmology, UniversitÃ© de MontrÃ©al, Montreal, QuÃ©bec, Canada",Canada,NA,Medical Center
"Department of Ophthalmology, Centre Hospitalier de lâ€™UniversitÃ© de MontrÃ©al (CHUM), Montreal, Quebec, Canada",Canada,NA,Medical Center
"NYU Grossman School of Medicine, Department of Population Health, New York, NY, USA",United States,New York,Medical Center
"Department of Parasitology and Institute of Medical Education, College of Medicine, Hallym University, Chuncheon, Korea",South Korea,NA,Medical Center
"Department of Biomedical Engineering, Johns Hopkins University, Baltimore, MD 21205, USA",United States,Maryland,University
"Department of Biosystems Science and Engineering, ETH ZÃ¼rich, Basel, Switzerland",Switzerland,NA,NA
"Max Planck Institute of Molecular Cell Biology and Genetics, Dresden, Germany",Germany,NA,NA
Utrecht University,China,NA,University
"Department of Civil and Coastal Engineering, University of Florida, Gainesville, FL, 32611, USA",United States,Florida,University
"Division of Oral Radiology, Department of Oral Diagnosis, Piracicaba Dental School, University of Campinas, Piracicaba, SP,",Brazil,NA,Medical Center
"University of North Carolina at Greensboro, Greensboro, NC, 27412, USA",United States,North Carolina,University
"Lahore University of Management Sciences, Lahore, 54792, Pakistan",Pakistan,NA,University
"Department of Medical Oncology, RGCI, Noida, Uttar Pradesh, India, .",India,NA,Medical Center
"AKSP Solutions, Auckland, New Zealand, .",New Zealand,NA,NA
"Clinical Research Center for Neurological Diseases of Zhejiang Province, Hangzhou, Zhejiang, China",China,NA,NA
"Department of Medicine, Faculty of Medicine, University of British Columbia, Vancouver, BC, Canada",Canada,NA,Medical Center
Pomona College,United States,California,University
Columbia University - Department of Statistics,China,NA,University
Sangam University,India,NA,University
Southwestern University of Finance and Economics (SWUFE) - School of Accounting,China,NA,University
University of Southern California,United States,California,University
ÐÐ°Ñ†Ñ–Ð¾Ð½Ð°Ð»ÑŒÐ½Ð¸Ð¹ ÑƒÐ½Ñ–Ð²ÐµÑ€ÑÐ¸Ñ‚ÐµÑ‚ Ð±Ñ–Ð¾Ñ€ÐµÑÑƒÑ€ÑÑ–Ð² Ñ– Ð¿Ñ€Ð¸Ñ€Ð¾Ð´Ð¾ÐºÐ¾Ñ€Ð¸ÑÑ‚ÑƒÐ²Ð°Ð½Ð½Ñ Ð£ÐºÑ€Ð°Ñ—Ð½Ð¸,Ukraine,NA,University
Derzhavin Tambov State University,Russia,NA,University
Eastern International University,China,NA,University
"Department of Neurosurgery, All India Institute of Medical Sciences, New Delhi, India.",India,NA,Medical Center
"School of Engineering and Technology, Central Queensland University, Rockhampton, Australia",Australia,NA,University
"m.elkhodr@cqu.edu.au, e.gide@cqu.edu.au",Australia,NA,University
Tarbiat Modares University - Department of Knowledge and Information Science,China,NA,University
"Faculty of Economics, Rangsit University, Pathum Thani, THAILAND",Thailand,NA,University
"Faculty of Science, Department of Computer Technology Information Systems, Bartin University, Bartin, Turkey",Turkey,NA,University
"University of Duisburg-Essen, Mercator School of Management",China,NA,University
"Monrovia, CA, USA",United States,California,NA
"Ting Wang is a lecturer at the School of Library and Information Management at Emporia State University, email: twang2@emporia.edu",United States,Kansas,University
Stevens Institute of Technology - School of Business,United States,New Jersey,University
National University of Singapore (NUS) - NUS Business School,Singapore,NA,University
"Department of Ophthalmology and Visual Science, Universidade Federal de SÃ£o Paulo, SÃ£o Paulo, SP, Brazil.",Brazil,NA,Medical Center
University of Melbourne - Melbourne Business School,China,NA,University
University of Maryland - Francis King Carey School of Law,United States,Maryland,University
"Department of International Health, Johns Hopkins Bloomberg School of Public Health, Johns Hopkins University, Baltimore, Maryland, USA",United States,Maryland,University
"Brain and Mind Center, The University of Sydney, Sydney, Australia",Australia,NA,University
"Parul Institute of Public Health, Parul University, Gujarat, India",India,NA,University
PoznaÅ„ University of Economics and Business - Humans & AI Laboratory (HAI Lab),Poland,NA,University
San Francisco State University,United States,California,University
"Department of English Studies, University of South Africa, Pretoria, SOUTH AFRICA",South Africa,NA,University
Marquette University,United States,Wisconsin,University
University of St. Gallen,China,NA,University
The Lutheran University of Brazil,Brazil,NA,University
Purdue University Fort Wayne,United States,Indiana,University
"Faculdade de Medicina de ItajubÃ¡ - ItajubÃ¡ (MG), Brazil.",Brazil,NA,NA
"Centre for Learning Analytics, Monash University, Australia",Australia,NA,University
"Department of Science, Kings Education, London, UK",United Kingdom,NA,NA
University of Southern California - Marshall School of Business - Finance and Business Economics Department,United States,California,University
Auburn University,United States,Alabama,University
Syracuse University College of Law,United States,New York,University
AutoritÃ  Garante della Concorrenza e del Mercato (AGCM),Italy,NA,Government
"Universidade Federal de Mato Grosso, Medical School, Department of Surgery, CuiabÃ¡, MT, Brazil, Universidade Federal de Mato Grosso, Medical School, Department of Surgery â€“ CuiabÃ¡ (MT), Brazil.",Brazil,NA,Medical Center
"University of Navarra, School of Economics and Business",Spain,NA,University
"Division of Vascular Surgery and Endovascular Therapy, Department of Surgery, The Johns Hopkins Hospital, Baltimore, MD",United States,Maryland,Medical Center
"University of Tennessee, Memphis - Health Science Center",United States,Tennessee,University
University of Waikato,China,NA,University
"European Institute of Superior Studies, Portugal",Portugal,NA,NA
"CEOS.PP, ISCAP, Polytechnic University of Porto, Rua Jaime Lopes Amorim, 4465-004 S. Mamede de Infesta, Portugal",Portugal,NA,University
National University of Computer and Emerging Sciences,Pakistan,NA,University
"Instituto de Investigaciones MÃ©dicas Alfredo Lanari, Buenos Aires, Argentina. E-mail: eldevito@gmail.com.",Argentina,NA,NA
University of Antwerp - Flanders Make vzw..,Belgium,NA,University
West Virginia University,United States,West Virginia,University
Fayetteville State University - Department of Accounting,United States,Arkansas,University
N/A,???,NA,NA
University of Chicago - Booth School of Business,United States,Illinois,University
University of Dubai,United Arab Emirates,NA,University
James Madison University,United States,Virginia,University
"University of Toronto, Rotman School of Management",China,NA,University
INSEAD - Entrepreneurship and Family Enterprise,France,NA,NA
"Department of Anaesthesiology, College of Medicine, University of Florida, Gainesville, FL, USA.",United States,Florida,Medical Center
Universidade Luterana do Brasil (ULBRA) - Programa de PÃ³s-GraduaÃ§Ã£o em Ensino de CiÃªncias e MatemÃ¡tica (PPGCIM),China,NA,University
Ewha Womans University,South Korea,NA,University
"Hospital General Universitario Dr. Balmis, Alicante, EspaÃ±a.",Spain,NA,Medical Center
New York University (NYU) - Langone Health Center,United States,New York,Medical Center
New York University (NYU) - Department of Population Health,United States,New York,University
Victoria University of Wellington - Te Herenga Waka,China,NA,University
Westmont College,United States,California,University
Federal Reserve Bank of Richmond - Quantitative Supervision & Research,United States,Virginia,Government
Federal Reserve Banks - Quantitative Supervision & Research,United States,Virginia,Government
"School of Foreign Languages, Izmir University of Economics, Izmir, TURKIYE",Turkey,NA,University
University of Copenhagen,Denmark,NA,University
University of Manitoba,China,NA,University
Central Economics and Mathematics Institute of the Russian Academy of Sciences,Russia,NA,NA
Babasaheb Bhimrao Ambedkar University,China,NA,University
"Universidade Federal do CearÃ¡, Brazil",Brazil,NA,University
Beihang University (BUAA),China,NA,University
"Huggingface, USA",United States,New York,Industry
University of Rochester,United States,New York,University
New York University,United States,New York,University
"Xenada Research Group, Department of Physics, Kulliyyah of Science, International Islamic University Malaysia, Kuantan, Pahang, Malaysia",Malaysia,NA,University
"Department of Computer Science, University of Arizona, Tucson, USA",United States,Arizona,University
University of Southampton,China,NA,University
"Federal Research Center â€œComputer Science and Control,â€ Russian Academy of Sciences, Moscow, Russia",Russia,NA,NA
"University of Mannheim, Mannheim, Germany",Germany,NA,University
Pacific Northwest National Laboratory,United States,Washington,Government
Stony Brook University,United States,New York,University
"Department of Physiology and Biophysics, University of Washington, Seattle, WA 98195",United States,Washington,University
"Department of Psychology, University of Texas, Austin, TX 78712",United States,Texas,University
"Microsoft, Redmond, WA 98052",United States,Washington,Industry
"University of Copenhagen, Copenhagen, Denmark",Denmark,NA,University
Technische UniversitÃ¤t MÃ¼nchen,China,NA,University
Microsoft,United States,Washington,Industry
"Booz Allen Hamilton & EleutherAI, McLean, VA, USA",United States,Virginia,Industry
Argonne National Laboratory,United States,Illinois,Government
NVIDIA Inc.,United States,California,Industry
University of Illinois Chicago,United States,Illinois,University
"The University of Texas at Austin, USA",United States,Texas,University
"KTH Royal Institute of Technology, Sweden",Sweden,NA,University
"The University of Texas at Dallas, 800 West Campbell Road, 75080, Richardson, TX, USA",United States,Texas,University
Alibaba Group,China,NA,Industry
University of Chinese Academy of Sciences,China,NA,University
"Department of Computer Science and Engineering, IIT Hyderabad, India",India,NA,NA
"School of Computer Science, Tel Aviv University",China,NA,University
"Cluster of Excellence â€œMachine Learning: New Perspectives for Scienceâ€, University of Tuebingen, Tuebingen, Germany",Germany,NA,University
"University of Copenhagen, Denmark",Denmark,NA,University
"Allen Institute for Artificial Intelligence, USA",United States,Washington,Industry
"University of Palermo, Italy",Italy,NA,University
Leiden University,China,NA,University
"Carnegie Mellon University, USA",United States,Pennsylvania,University
"Princeton Neuroscience Institute, Princeton University, Princeton, NJ, 08540, USA",United States,New Jersey,University
"Department of Computing Sciences, Bocconi Institute for Data Science and Analytics (BIDSA), Bocconi University, Milan, Italy",Italy,NA,University
"Politecnico di Torino, Corso Duca degli Abruzzi, 24, I-10129, Torino, Italy",Italy,NA,NA
"INFN, Sezione di Torino, Torino, Via Pietro Giuria, 1 10125 Torino, Italy",Italy,NA,NA
"Microsoft Research, India",India,NA,NA
Massachusetts Institute of Technology,United States,Massachusetts,University
Florida Atlantic University,United States,Florida,University
"Department of Psychology, University of Warsaw, Warsaw, Poland",Poland,NA,University
"Department of Philosophy, University of Nottingham, Nottingham, United Kingdom",United Kingdom,NA,University
"Paul G. Allen School of Computer Science and Engineering, University of Washington, United States",United States,Washington,University
"Google Research, United States",United States,Washington,Industry
"University of Washington, United States",United States,Washington,University
"SEAS, Harvard University, United States",United States,Massachusetts,University
"Google, United States",United States,California,Industry
"School of Computing, KAIST, Korea, Republic of",South Korea,NA,University
"X, the Moonshot Factory and Sandbox@Alphabet, Mountain View, CA, USA",United States,California,Industry
"Temple University, Philadelphia, PA, USA",United States,Pennsylvania,University
"Aalto University, Espoo, Finland",Finland,NA,University
"Department of Health Outcomes and Biomedical Informatics, College of Medicine, University of Florida, Gainesville, Florida, USA",United States,Florida,Medical Center
"NVIDIA, Santa Clara, California, USA",United States,California,Industry
"Integrated Data Repository Research Services, University of Florida, Gainesville, Florida, USA",United States,Florida,University
"Cancer Informatics and eHealth core, University of Florida Health Cancer Center, Gainesville, Florida, USA",United States,Florida,Medical Center
"University of Aizu, Aizuwakamatsu, Fukushima, Japan",Japan,NA,University
MYRA School of Business,India,NA,University
"Wilhelm Wundt Institute of Psychology, Leipzig University, Germany",Germany,NA,University
"Qatar Computing Research Institute, Hamad Bin Khalifa University, Qatar",Qatar,NA,University
"School of Marketing and Communication, University of Vaasa, Finland",Finland,NA,University
"Sorbonne Universite, LCQB",France,NA,University
UPMC - LCQB UMR 7238.,France,NA,University
"Department of Cognitive Science, University of California San Diego",United States,California,University
"University of Bordeaux, Talence, France",France,NA,University
"Global CoE of Data Intelligence, Fujitsu, Camino Cerro de los Gamos, 1, 28224, Pozuelo de AlarcÃ³n, Madrid, Spain",Spain,NA,NA
"Department of Gastroenterology, Aichi Cancer Center Hospital, Aichi, Japan",Japan,NA,Medical Center
"School of Medicine, Trinity College, University of Dublin, Dublin, Ireland",Ireland,NA,Medical Center
"McGill University and MILA (Quebec Artificial Intelligence Institute), Montreal, Canada",Canada,NA,University
"deepset, Berlin, Germany",Germany,NA,NA
"Worcester Polytechnic Institute, 01609, Worcester, MA, USA",United States,Massachusetts,University
"University of Michigan, Ann Arbor, MI, USA",United States,Michigan,University
"Vector Institute, Toronto, ON, Canada",Canada,NA,NA
"Georgia Institute of Technology, Atlanta, USA",Georgia,NA,University
"FLAME University, Pune, India",India,NA,University
"Abilene Christian University, Abilene, TX, USA",United States,Texas,University
"Utrecht University, Utrecht, Netherlands",Netherlands,NA,University
"DIPF Leibniz Institute for Research and Information in Education, Frankfurt am Main, Germany",Germany,NA,NA
"University of Toronto Mississauga, Mississauga, ON, Canada",Canada,NA,University
"School of Computer Science and Mathematics, Kingston University London, London, UK",United Kingdom,NA,University
"Department of Psychology, Stanford University, Stanford, CA, USA",United States,California,University
"St. Petersburg Department of the Steklov Institute of Mathematics, St. Petersburg, Russia",Russia,NA,NA
"The University of Auckland, Auckland, New Zealand",New Zealand,NA,University
"University of Massachusetts Amherst, Amherst, USA",United States,Massachusetts,University
"Centre for Artificial Intelligence, University College London, London, UK",United Kingdom,NA,University
"Monash University, Clayton, Australia",Australia,NA,University
"Departamento de InformÃ¡tica de Sistemas y Computadores, Universitat PolitÃ¨cnica de ValÃ¨ncia, 46022 ValÃ¨ncia, Spain",Spain,NA,University
"Informatik und Mathematik, GOETHE-University Frankfurt am Main, 60323 Frankfurt am Main, Germany",Germany,NA,University
"The Hessian Center for Artificial Intelligence, 64293 Darmstadt, Germany",Germany,NA,NA
Texas A&M University,United States,Texas,University
"Department of Information Sciences & Technology, George Mason University, Fairfax, VA, United States of America.",United States,Virginia,University
"Department of Surgery, St. Jude Childrenâ€™s Research Hospital, Memphis, TN, USA",United States,Tennessee,Medical Center
"Division of Surgical Oncology, Augusta University Medical Center, Augusta, GA, USA",United States,Georgia,Medical Center
"Computers and Systems Department, Electronics Research Institute, Cairo, Egypt",Egypt,NA,NA
"Autodesk Research , London WC2R 0QE , UK",United Kingdom,NA,NA
Georgia Institute of Technology,Georgia,NA,University
"School Computer Science, University of Galway, Galway, Ireland",Ireland,NA,University
"Ophthalmology Department, Stanford University, Stanford, USA",United States,California,Medical Center
"College of Information Studies, University of Maryland, United States",United States,Maryland,University
"Toyota Research Institute, United States",United States,California,Industry
"Software Engineering and Education Group, Mid Sweden University, Sweden",Sweden,NA,University
"Informatik und Mathematik, GOETHE-University Frankfurt am Main, 60323 Frankfurt am Main, Germany;, dezarza@em.uni-frankfurt.de, (I.d.Z.);, roig@cs.uni-frankfurt.de, (G.R.)",Germany,NA,University
"Departamento de InformÃ¡tica de Sistemas y Computadores, Universitat PolitÃ¨cnica de ValÃ¨ncia, 46022 ValÃ¨ncia, Spain;, pmanzoni@disca.upv.es, (P.M.);, calafate@disca.upv.es, (C.T.C.)",Spain,NA,University
"University of Colorado Boulder, USA",United States,Colorado,University
"School of Computing, National University of Singapore, Singapore, Singapore",Singapore,NA,University
"Google, Mountain View, CA, USA",United States,California,Industry
"Shanghai Jiao Tong University, Shanghai, China",China,NA,University
Junrui,???,NA,NA
"Oak Ridge National Laboratory, Oak Ridge, TN, USA",United States,Tennessee,Government
"UniversitÃ© catholique de Louvain, Louvain-la-Neuve, Belgium",Belgium,NA,University
"GSK.AI, London, UK",United Kingdom,NA,NA
"Paderborn University, Warburger Str. 100, 33098, Paderborn, Germany",Germany,NA,University
"Department of Computer Science, University of Torino, Turin, Italy",Italy,NA,University
"Bright Network, Edinburgh, UK",United Kingdom,NA,NA
"Rutgers University, New Brunswick, NJ, USA",United States,New Jersey,University
Tokyo Metropolitan University,China,NA,University
"Google Research, USA",United States,California,Industry
"Artist, United Kingdom",United Kingdom,NA,NA
"Unaffiliated Scholar, United Kingdom",United Kingdom,NA,NA
"Institute for Logic, Language and Computation, University of Amsterdam, Netherlands",Netherlands,NA,University
"Alexa AI-NU, Amazon, USA and Department of Computer Science, University of California, Los Angeles, USA",United States,California,University
"Regional Government Hospital, Una (H.P.), 174303, India.",India,NA,Medical Center
"Center for Data Science, New York University, New York, NY, USA",United States,New York,University
"Predictive Analytics Unit, NYU Langone Health, New York, NY, USA",United States,New York,Medical Center
"Department of Neurosurgery, NYU Langone Health, New York, NY, USA",United States,New York,Medical Center
"NVIDIA, Santa Clara, CA, USA",United States,California,Industry
"Romanian Academy, Bucharest, Romania",Romania,NA,NA
"ETH Zurich, Switzerland",Switzerland,NA,University
"Institute of Biological and Chemical Systems â€ Functional Molecular Systems, Karlsruhe Institute of Technology, Hermannâ€vonâ€Helmholtzâ€Platz 1, 76344, Eggensteinâ€Leopoldshafen, Germany",Germany,NA,University
"Institute of Functional Interfaces, Karlsruhe Institute of Technology, Hermannâ€vonâ€Helmholtzâ€Platz 1, 76344, Eggensteinâ€Leopoldshafen, Germany",Germany,NA,University
Tokyo Institute of Technology,Japan,NA,University
"King Abdullah International Medical Research Center, Riyadh, Saudi Arabia",Saudi Arabia,NA,NA
"Department of Pharmacy Practice, College of Pharmacy, King Saud bin Abdulaziz University for Health Sciences, King Abdullah International Medical Research Center, Riyadh, Saudi Arabia",Saudi Arabia,NA,Medical Center
"Pharmaceutical Care Department, King Abdulaziz Medical City, National Guard Health Affairs, Riyadh, Saudi Arabia.",Saudi Arabia,NA,NA
"Google LLC,USA",United States,California,Industry
"Earle A. Chiles Research Institute at Robert W. Franz Cancer Center, Providence Cancer Institute, Portland, OR",Chile,NA,Medical Center
"Department of Otolaryngologyâ€“Head and Neck Surgery, Houston Methodist Hospital, Houston, Texas, USA",United States,Texas,Medical Center
"Stanford Center for Biomedical Informatics Research, Stanford University School of Medicine, Stanford, California",United States,California,Medical Center
"Sami Sagol AI Hub-ARC Innovation Sheba Medical Center, Tel Hashomer, Israel",Israel,NA,Medical Center
"Cardiology Department, Sheba Medical Center, Tel Hashomer, Israel",Israel,NA,Medical Center
"Faculty of Law, Goethe University Frankfurt, Frankfurt am Main, Germany",Germany,NA,University
ETH Zurich,Switzerland,NA,University
University of Zurich,Switzerland,NA,University
